month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2024-01,Anxiety Disorders,Age,65+ years,2617
2024-01,Anxiety Disorders,Age,All,2442
2024-01,Anxiety Disorders,RaceEthnicity,AI/AN,2773
2024-01,Anxiety Disorders,RaceEthnicity,All,2442
2024-01,Anxiety Disorders,RaceEthnicity,Asian,1413
2024-01,Anxiety Disorders,RaceEthnicity,Black,1500
2024-01,Anxiety Disorders,RaceEthnicity,Hispanic,1945
2024-01,Anxiety Disorders,RaceEthnicity,Multiple/Other,1685
2024-01,Anxiety Disorders,RaceEthnicity,NHOPI,1450
2024-01,Anxiety Disorders,RaceEthnicity,White,3053
2024-01,Anxiety Disorders,Sex,All,2442
2024-01,Anxiety Disorders,Sex,Female,2803
2024-01,Anxiety Disorders,Sex,Male,2003
2024-01,Anxiety Disorders,Total,All,2442
2023-12,Anxiety Disorders,Age,12-17 years,1851
2023-12,Anxiety Disorders,Age,18-34 years,2647
2023-12,Anxiety Disorders,Age,35-64 years,2767
2023-12,Anxiety Disorders,Age,65+ years,2512
2023-12,Anxiety Disorders,Age,All,2238
2023-12,Anxiety Disorders,RaceEthnicity,AI/AN,2593
2023-12,Anxiety Disorders,RaceEthnicity,All,2238
2023-12,Anxiety Disorders,RaceEthnicity,Asian,1281
2023-12,Anxiety Disorders,RaceEthnicity,Black,1372
2023-12,Anxiety Disorders,RaceEthnicity,Hispanic,1755
2023-12,Anxiety Disorders,RaceEthnicity,Multiple/Other,1559
2023-12,Anxiety Disorders,RaceEthnicity,NHOPI,1347
2023-12,Anxiety Disorders,RaceEthnicity,White,2832
2023-12,Anxiety Disorders,Sex,All,2238
2023-12,Anxiety Disorders,Sex,Female,2575
2023-12,Anxiety Disorders,Sex,Male,1837
2023-12,Anxiety Disorders,Total,All,2238
2023-11,Anxiety Disorders,Age,12-17 years,2118
2023-11,Anxiety Disorders,Age,18-34 years,2812
2023-11,Anxiety Disorders,Age,35-64 years,2906
2023-11,Anxiety Disorders,Age,65+ years,2560
2023-11,Anxiety Disorders,Age,All,2360
2023-11,Anxiety Disorders,RaceEthnicity,AI/AN,2632
2023-11,Anxiety Disorders,RaceEthnicity,All,2360
2023-11,Anxiety Disorders,RaceEthnicity,Asian,1434
2023-11,Anxiety Disorders,RaceEthnicity,Black,1455
2023-11,Anxiety Disorders,RaceEthnicity,Hispanic,1860
2023-11,Anxiety Disorders,RaceEthnicity,Multiple/Other,1708
2023-11,Anxiety Disorders,RaceEthnicity,NHOPI,1279
2023-11,Anxiety Disorders,RaceEthnicity,White,2976
2023-11,Anxiety Disorders,Sex,All,2360
2023-11,Anxiety Disorders,Sex,Female,2737
2023-11,Anxiety Disorders,Sex,Male,1909
2023-11,Anxiety Disorders,Total,All,2360
2023-10,Anxiety Disorders,Age,12-17 years,2188
2023-10,Anxiety Disorders,Age,18-34 years,2952
2023-10,Anxiety Disorders,Age,35-64 years,3000
2023-10,Anxiety Disorders,Age,65+ years,2591
2023-10,Anxiety Disorders,Age,All,2475
2023-10,Anxiety Disorders,RaceEthnicity,AI/AN,2826
2023-10,Anxiety Disorders,RaceEthnicity,All,2475
2023-10,Anxiety Disorders,RaceEthnicity,Asian,1521
2023-10,Anxiety Disorders,RaceEthnicity,Black,1545
2023-10,Anxiety Disorders,RaceEthnicity,Hispanic,1969
2023-10,Anxiety Disorders,RaceEthnicity,Multiple/Other,1755
2023-10,Anxiety Disorders,RaceEthnicity,NHOPI,1540
2023-10,Anxiety Disorders,RaceEthnicity,White,3099
2023-10,Anxiety Disorders,Sex,All,2475
2023-10,Anxiety Disorders,Sex,Female,2900
2023-10,Anxiety Disorders,Sex,Male,1975
2023-10,Anxiety Disorders,Total,All,2475
2023-09,Anxiety Disorders,Age,12-17 years,2097
2023-09,Anxiety Disorders,Age,18-34 years,2936
2023-09,Anxiety Disorders,Age,35-64 years,2972
2023-09,Anxiety Disorders,Age,65+ years,2553
2023-09,Anxiety Disorders,Age,All,2476
2023-09,Anxiety Disorders,RaceEthnicity,AI/AN,2780
2023-09,Anxiety Disorders,RaceEthnicity,All,2476
2023-09,Anxiety Disorders,RaceEthnicity,Asian,1580
2023-09,Anxiety Disorders,RaceEthnicity,Black,1573
2023-09,Anxiety Disorders,RaceEthnicity,Hispanic,1996
2023-09,Anxiety Disorders,RaceEthnicity,Multiple/Other,1777
2023-09,Anxiety Disorders,RaceEthnicity,NHOPI,1505
2023-09,Anxiety Disorders,RaceEthnicity,White,3084
2023-09,Anxiety Disorders,Sex,All,2476
2023-09,Anxiety Disorders,Sex,Female,2909
2023-09,Anxiety Disorders,Sex,Male,1970
2023-09,Anxiety Disorders,Total,All,2476
2023-08,Anxiety Disorders,Age,12-17 years,2237
2023-08,Anxiety Disorders,Age,18-34 years,2968
2023-08,Anxiety Disorders,Age,35-64 years,2948
2023-08,Anxiety Disorders,Age,65+ years,2558
2023-08,Anxiety Disorders,Age,All,2530
2023-08,Anxiety Disorders,RaceEthnicity,AI/AN,2756
2023-08,Anxiety Disorders,RaceEthnicity,All,2530
2023-08,Anxiety Disorders,RaceEthnicity,Asian,1524
2023-08,Anxiety Disorders,RaceEthnicity,Black,1595
2023-08,Anxiety Disorders,RaceEthnicity,Hispanic,2115
2023-08,Anxiety Disorders,RaceEthnicity,Multiple/Other,1851
2023-08,Anxiety Disorders,RaceEthnicity,NHOPI,1642
2023-08,Anxiety Disorders,RaceEthnicity,White,3114
2023-08,Anxiety Disorders,Sex,All,2530
2023-08,Anxiety Disorders,Sex,Female,2976
2023-08,Anxiety Disorders,Sex,Male,2007
2023-08,Anxiety Disorders,Total,All,2530
2023-07,Anxiety Disorders,Age,12-17 years,2314
2023-07,Anxiety Disorders,Age,18-34 years,2981
2023-07,Anxiety Disorders,Age,35-64 years,2985
2023-07,Anxiety Disorders,Age,65+ years,2553
2023-07,Anxiety Disorders,Age,All,2564
2023-07,Anxiety Disorders,RaceEthnicity,AI/AN,2943
2023-07,Anxiety Disorders,RaceEthnicity,All,2564
2023-07,Anxiety Disorders,RaceEthnicity,Asian,1502
2023-07,Anxiety Disorders,RaceEthnicity,Black,1666
2023-07,Anxiety Disorders,RaceEthnicity,Hispanic,2169
2023-07,Anxiety Disorders,RaceEthnicity,Multiple/Other,1877
2023-07,Anxiety Disorders,RaceEthnicity,NHOPI,1541
2023-07,Anxiety Disorders,RaceEthnicity,White,3127
2023-07,Anxiety Disorders,Sex,All,2564
2023-07,Anxiety Disorders,Sex,Female,3004
2023-07,Anxiety Disorders,Sex,Male,2052
2023-07,Anxiety Disorders,Total,All,2564
2023-06,Anxiety Disorders,Age,12-17 years,2266
2023-06,Anxiety Disorders,Age,18-34 years,2959
2023-06,Anxiety Disorders,Age,35-64 years,2979
2023-06,Anxiety Disorders,Age,65+ years,2580
2023-06,Anxiety Disorders,Age,All,2529
2023-06,Anxiety Disorders,RaceEthnicity,AI/AN,2783
2023-06,Anxiety Disorders,RaceEthnicity,All,2529
2023-06,Anxiety Disorders,RaceEthnicity,Asian,1452
2023-06,Anxiety Disorders,RaceEthnicity,Black,1645
2023-06,Anxiety Disorders,RaceEthnicity,Hispanic,2093
2023-06,Anxiety Disorders,RaceEthnicity,Multiple/Other,1867
2023-06,Anxiety Disorders,RaceEthnicity,NHOPI,1576
2023-06,Anxiety Disorders,RaceEthnicity,White,3114
2023-06,Anxiety Disorders,Sex,All,2529
2023-06,Anxiety Disorders,Sex,Female,2963
2023-06,Anxiety Disorders,Sex,Male,2021
2023-06,Anxiety Disorders,Total,All,2529
2023-05,Anxiety Disorders,Age,12-17 years,2309
2023-05,Anxiety Disorders,Age,18-34 years,2956
2023-05,Anxiety Disorders,Age,35-64 years,2994
2023-05,Anxiety Disorders,Age,65+ years,2608
2023-05,Anxiety Disorders,Age,All,2482
2023-05,Anxiety Disorders,RaceEthnicity,AI/AN,2798
2023-05,Anxiety Disorders,RaceEthnicity,All,2482
2023-05,Anxiety Disorders,RaceEthnicity,Asian,1465
2023-05,Anxiety Disorders,RaceEthnicity,Black,1592
2023-05,Anxiety Disorders,RaceEthnicity,Hispanic,1988
2023-05,Anxiety Disorders,RaceEthnicity,Multiple/Other,1818
2023-05,Anxiety Disorders,RaceEthnicity,NHOPI,1416
2023-05,Anxiety Disorders,RaceEthnicity,White,3098
2023-05,Anxiety Disorders,Sex,All,2482
2023-05,Anxiety Disorders,Sex,Female,2920
2023-05,Anxiety Disorders,Sex,Male,1967
2023-05,Anxiety Disorders,Total,All,2482
2023-04,Anxiety Disorders,Age,12-17 years,2455
2023-04,Anxiety Disorders,Age,18-34 years,3029
2023-04,Anxiety Disorders,Age,35-64 years,3082
2023-04,Anxiety Disorders,Age,65+ years,2655
2023-04,Anxiety Disorders,Age,All,2549
2023-04,Anxiety Disorders,RaceEthnicity,AI/AN,2795
2023-04,Anxiety Disorders,RaceEthnicity,All,2549
2023-04,Anxiety Disorders,RaceEthnicity,Asian,1527
2023-04,Anxiety Disorders,RaceEthnicity,Black,1638
2023-04,Anxiety Disorders,RaceEthnicity,Hispanic,2056
2023-04,Anxiety Disorders,RaceEthnicity,Multiple/Other,1833
2023-04,Anxiety Disorders,RaceEthnicity,NHOPI,1400
2023-04,Anxiety Disorders,RaceEthnicity,White,3171
2023-04,Anxiety Disorders,Sex,All,2549
2023-04,Anxiety Disorders,Sex,Female,2986
2023-04,Anxiety Disorders,Sex,Male,2031
2023-04,Anxiety Disorders,Total,All,2549
2023-03,Anxiety Disorders,Age,12-17 years,2541
2023-03,Anxiety Disorders,Age,18-34 years,3061
2023-03,Anxiety Disorders,Age,35-64 years,3114
2023-03,Anxiety Disorders,Age,65+ years,2700
2023-03,Anxiety Disorders,Age,All,2573
2023-03,Anxiety Disorders,RaceEthnicity,AI/AN,2901
2023-03,Anxiety Disorders,RaceEthnicity,All,2573
2023-03,Anxiety Disorders,RaceEthnicity,Asian,1493
2023-03,Anxiety Disorders,RaceEthnicity,Black,1643
2023-03,Anxiety Disorders,RaceEthnicity,Hispanic,2097
2023-03,Anxiety Disorders,RaceEthnicity,Multiple/Other,1848
2023-03,Anxiety Disorders,RaceEthnicity,NHOPI,1445
2023-03,Anxiety Disorders,RaceEthnicity,White,3207
2023-03,Anxiety Disorders,Sex,All,2573
2023-03,Anxiety Disorders,Sex,Female,2986
2023-03,Anxiety Disorders,Sex,Male,2080
2023-03,Anxiety Disorders,Total,All,2573
2023-02,Anxiety Disorders,Age,12-17 years,2556
2023-02,Anxiety Disorders,Age,18-34 years,3097
2023-02,Anxiety Disorders,Age,35-64 years,3139
2023-02,Anxiety Disorders,Age,65+ years,2698
2023-02,Anxiety Disorders,Age,All,2596
2023-02,Anxiety Disorders,RaceEthnicity,AI/AN,2800
2023-02,Anxiety Disorders,RaceEthnicity,All,2596
2023-02,Anxiety Disorders,RaceEthnicity,Asian,1559
2023-02,Anxiety Disorders,RaceEthnicity,Black,1645
2023-02,Anxiety Disorders,RaceEthnicity,Hispanic,2130
2023-02,Anxiety Disorders,RaceEthnicity,Multiple/Other,1895
2023-02,Anxiety Disorders,RaceEthnicity,NHOPI,1441
2023-02,Anxiety Disorders,RaceEthnicity,White,3226
2023-02,Anxiety Disorders,Sex,All,2596
2023-02,Anxiety Disorders,Sex,Female,3022
2023-02,Anxiety Disorders,Sex,Male,2087
2023-02,Anxiety Disorders,Total,All,2596
2023-01,Anxiety Disorders,Age,12-17 years,2692
2023-01,Anxiety Disorders,Age,18-34 years,3160
2023-01,Anxiety Disorders,Age,35-64 years,3140
2023-01,Anxiety Disorders,Age,65+ years,2709
2023-01,Anxiety Disorders,Age,All,2662
2023-01,Anxiety Disorders,RaceEthnicity,AI/AN,3013
2023-01,Anxiety Disorders,RaceEthnicity,All,2662
2023-01,Anxiety Disorders,RaceEthnicity,Asian,1639
2023-01,Anxiety Disorders,RaceEthnicity,Black,1700
2023-01,Anxiety Disorders,RaceEthnicity,Hispanic,2221
2023-01,Anxiety Disorders,RaceEthnicity,Multiple/Other,1965
2023-01,Anxiety Disorders,RaceEthnicity,NHOPI,1508
2023-01,Anxiety Disorders,RaceEthnicity,White,3288
2023-01,Anxiety Disorders,Sex,All,2662
2023-01,Anxiety Disorders,Sex,Female,3076
2023-01,Anxiety Disorders,Sex,Male,2165
2023-01,Anxiety Disorders,Total,All,2662
2022-12,Anxiety Disorders,Age,12-17 years,2024
2022-12,Anxiety Disorders,Age,18-34 years,2725
2022-12,Anxiety Disorders,Age,35-64 years,2836
2022-12,Anxiety Disorders,Age,65+ years,2553
2022-12,Anxiety Disorders,Age,All,2303
2022-12,Anxiety Disorders,RaceEthnicity,AI/AN,2556
2022-12,Anxiety Disorders,RaceEthnicity,All,2303
2022-12,Anxiety Disorders,RaceEthnicity,Asian,1334
2022-12,Anxiety Disorders,RaceEthnicity,Black,1487
2022-12,Anxiety Disorders,RaceEthnicity,Hispanic,1850
2022-12,Anxiety Disorders,RaceEthnicity,Multiple/Other,1628
2022-12,Anxiety Disorders,RaceEthnicity,NHOPI,1305
2022-12,Anxiety Disorders,RaceEthnicity,White,2871
2022-12,Anxiety Disorders,Sex,All,2303
2022-12,Anxiety Disorders,Sex,Female,2678
2022-12,Anxiety Disorders,Sex,Male,1862
2022-12,Anxiety Disorders,Total,All,2303
2022-11,Anxiety Disorders,Age,12-17 years,1880
2022-11,Anxiety Disorders,Age,18-34 years,2681
2022-11,Anxiety Disorders,Age,35-64 years,2840
2022-11,Anxiety Disorders,Age,65+ years,2534
2022-11,Anxiety Disorders,Age,All,2199
2022-11,Anxiety Disorders,RaceEthnicity,AI/AN,2593
2022-11,Anxiety Disorders,RaceEthnicity,All,2199
2022-11,Anxiety Disorders,RaceEthnicity,Asian,1319
2022-11,Anxiety Disorders,RaceEthnicity,Black,1367
2022-11,Anxiety Disorders,RaceEthnicity,Hispanic,1701
2022-11,Anxiety Disorders,RaceEthnicity,Multiple/Other,1492
2022-11,Anxiety Disorders,RaceEthnicity,NHOPI,1132
2022-11,Anxiety Disorders,RaceEthnicity,White,2822
2022-11,Anxiety Disorders,Sex,All,2199
2022-11,Anxiety Disorders,Sex,Female,2570
2022-11,Anxiety Disorders,Sex,Male,1758
2022-11,Anxiety Disorders,Total,All,2199
2022-10,Anxiety Disorders,Age,12-17 years,2080
2022-10,Anxiety Disorders,Age,18-34 years,2898
2022-10,Anxiety Disorders,Age,35-64 years,2934
2022-10,Anxiety Disorders,Age,65+ years,2579
2022-10,Anxiety Disorders,Age,All,2342
2022-10,Anxiety Disorders,RaceEthnicity,AI/AN,2746
2022-10,Anxiety Disorders,RaceEthnicity,All,2342
2022-10,Anxiety Disorders,RaceEthnicity,Asian,1431
2022-10,Anxiety Disorders,RaceEthnicity,Black,1472
2022-10,Anxiety Disorders,RaceEthnicity,Hispanic,1925
2022-10,Anxiety Disorders,RaceEthnicity,Multiple/Other,1694
2022-10,Anxiety Disorders,RaceEthnicity,NHOPI,1466
2022-10,Anxiety Disorders,RaceEthnicity,White,2943
2022-10,Anxiety Disorders,Sex,All,2342
2022-10,Anxiety Disorders,Sex,Female,2769
2022-10,Anxiety Disorders,Sex,Male,1843
2022-10,Anxiety Disorders,Total,All,2342
2022-09,Anxiety Disorders,Age,12-17 years,2240
2022-09,Anxiety Disorders,Age,18-34 years,2967
2022-09,Anxiety Disorders,Age,35-64 years,2967
2022-09,Anxiety Disorders,Age,65+ years,2449
2022-09,Anxiety Disorders,Age,All,2409
2022-09,Anxiety Disorders,RaceEthnicity,AI/AN,2827
2022-09,Anxiety Disorders,RaceEthnicity,All,2409
2022-09,Anxiety Disorders,RaceEthnicity,Asian,1479
2022-09,Anxiety Disorders,RaceEthnicity,Black,1527
2022-09,Anxiety Disorders,RaceEthnicity,Hispanic,2046
2022-09,Anxiety Disorders,RaceEthnicity,Multiple/Other,1780
2022-09,Anxiety Disorders,RaceEthnicity,NHOPI,1540
2022-09,Anxiety Disorders,RaceEthnicity,White,3009
2022-09,Anxiety Disorders,Sex,All,2409
2022-09,Anxiety Disorders,Sex,Female,2858
2022-09,Anxiety Disorders,Sex,Male,1891
2022-09,Anxiety Disorders,Total,All,2409
2022-08,Anxiety Disorders,Age,12-17 years,2308
2022-08,Anxiety Disorders,Age,18-34 years,3003
2022-08,Anxiety Disorders,Age,35-64 years,2988
2022-08,Anxiety Disorders,Age,65+ years,2399
2022-08,Anxiety Disorders,Age,All,2484
2022-08,Anxiety Disorders,RaceEthnicity,AI/AN,2804
2022-08,Anxiety Disorders,RaceEthnicity,All,2484
2022-08,Anxiety Disorders,RaceEthnicity,Asian,1520
2022-08,Anxiety Disorders,RaceEthnicity,Black,1556
2022-08,Anxiety Disorders,RaceEthnicity,Hispanic,2168
2022-08,Anxiety Disorders,RaceEthnicity,Multiple/Other,1846
2022-08,Anxiety Disorders,RaceEthnicity,NHOPI,1511
2022-08,Anxiety Disorders,RaceEthnicity,White,3079
2022-08,Anxiety Disorders,Sex,All,2484
2022-08,Anxiety Disorders,Sex,Female,2938
2022-08,Anxiety Disorders,Sex,Male,1957
2022-08,Anxiety Disorders,Total,All,2484
2022-07,Anxiety Disorders,Age,12-17 years,2402
2022-07,Anxiety Disorders,Age,18-34 years,2989
2022-07,Anxiety Disorders,Age,35-64 years,2974
2022-07,Anxiety Disorders,Age,65+ years,2353
2022-07,Anxiety Disorders,Age,All,2491
2022-07,Anxiety Disorders,RaceEthnicity,AI/AN,2972
2022-07,Anxiety Disorders,RaceEthnicity,All,2491
2022-07,Anxiety Disorders,RaceEthnicity,Asian,1473
2022-07,Anxiety Disorders,RaceEthnicity,Black,1581
2022-07,Anxiety Disorders,RaceEthnicity,Hispanic,2210
2022-07,Anxiety Disorders,RaceEthnicity,Multiple/Other,1796
2022-07,Anxiety Disorders,RaceEthnicity,NHOPI,1384
2022-07,Anxiety Disorders,RaceEthnicity,White,3067
2022-07,Anxiety Disorders,Sex,All,2491
2022-07,Anxiety Disorders,Sex,Female,2933
2022-07,Anxiety Disorders,Sex,Male,1975
2022-07,Anxiety Disorders,Total,All,2491
2022-06,Anxiety Disorders,Age,12-17 years,2346
2022-06,Anxiety Disorders,Age,18-34 years,3017
2022-06,Anxiety Disorders,Age,35-64 years,3042
2022-06,Anxiety Disorders,Age,65+ years,2401
2022-06,Anxiety Disorders,Age,All,2501
2022-06,Anxiety Disorders,RaceEthnicity,AI/AN,3015
2022-06,Anxiety Disorders,RaceEthnicity,All,2501
2022-06,Anxiety Disorders,RaceEthnicity,Asian,1416
2022-06,Anxiety Disorders,RaceEthnicity,Black,1606
2022-06,Anxiety Disorders,RaceEthnicity,Hispanic,2155
2022-06,Anxiety Disorders,RaceEthnicity,Multiple/Other,1872
2022-06,Anxiety Disorders,RaceEthnicity,NHOPI,1459
2022-06,Anxiety Disorders,RaceEthnicity,White,3100
2022-06,Anxiety Disorders,Sex,All,2501
2022-06,Anxiety Disorders,Sex,Female,2950
2022-06,Anxiety Disorders,Sex,Male,1961
2022-06,Anxiety Disorders,Total,All,2501
2022-05,Anxiety Disorders,Age,12-17 years,2424
2022-05,Anxiety Disorders,Age,18-34 years,3079
2022-05,Anxiety Disorders,Age,35-64 years,3088
2022-05,Anxiety Disorders,Age,65+ years,2411
2022-05,Anxiety Disorders,Age,All,2493
2022-05,Anxiety Disorders,RaceEthnicity,AI/AN,2911
2022-05,Anxiety Disorders,RaceEthnicity,All,2493
2022-05,Anxiety Disorders,RaceEthnicity,Asian,1398
2022-05,Anxiety Disorders,RaceEthnicity,Black,1605
2022-05,Anxiety Disorders,RaceEthnicity,Hispanic,2108
2022-05,Anxiety Disorders,RaceEthnicity,Multiple/Other,1815
2022-05,Anxiety Disorders,RaceEthnicity,NHOPI,1644
2022-05,Anxiety Disorders,RaceEthnicity,White,3117
2022-05,Anxiety Disorders,Sex,All,2493
2022-05,Anxiety Disorders,Sex,Female,2943
2022-05,Anxiety Disorders,Sex,Male,1957
2022-05,Anxiety Disorders,Total,All,2493
2022-04,Anxiety Disorders,Age,12-17 years,2570
2022-04,Anxiety Disorders,Age,18-34 years,3249
2022-04,Anxiety Disorders,Age,35-64 years,3269
2022-04,Anxiety Disorders,Age,65+ years,2534
2022-04,Anxiety Disorders,Age,All,2655
2022-04,Anxiety Disorders,RaceEthnicity,AI/AN,3146
2022-04,Anxiety Disorders,RaceEthnicity,All,2655
2022-04,Anxiety Disorders,RaceEthnicity,Asian,1535
2022-04,Anxiety Disorders,RaceEthnicity,Black,1719
2022-04,Anxiety Disorders,RaceEthnicity,Hispanic,2218
2022-04,Anxiety Disorders,RaceEthnicity,Multiple/Other,1909
2022-04,Anxiety Disorders,RaceEthnicity,NHOPI,1594
2022-04,Anxiety Disorders,RaceEthnicity,White,3316
2022-04,Anxiety Disorders,Sex,All,2655
2022-04,Anxiety Disorders,Sex,Female,3145
2022-04,Anxiety Disorders,Sex,Male,2088
2022-04,Anxiety Disorders,Total,All,2655
2022-03,Anxiety Disorders,Age,12-17 years,2902
2022-03,Anxiety Disorders,Age,18-34 years,3397
2022-03,Anxiety Disorders,Age,35-64 years,3381
2022-03,Anxiety Disorders,Age,65+ years,2583
2022-03,Anxiety Disorders,Age,All,2774
2022-03,Anxiety Disorders,RaceEthnicity,AI/AN,3340
2022-03,Anxiety Disorders,RaceEthnicity,All,2774
2022-03,Anxiety Disorders,RaceEthnicity,Asian,1676
2022-03,Anxiety Disorders,RaceEthnicity,Black,1775
2022-03,Anxiety Disorders,RaceEthnicity,Hispanic,2364
2022-03,Anxiety Disorders,RaceEthnicity,Multiple/Other,1994
2022-03,Anxiety Disorders,RaceEthnicity,NHOPI,1890
2022-03,Anxiety Disorders,RaceEthnicity,White,3450
2022-03,Anxiety Disorders,Sex,All,2774
2022-03,Anxiety Disorders,Sex,Female,3262
2022-03,Anxiety Disorders,Sex,Male,2210
2022-03,Anxiety Disorders,Total,All,2774
2022-02,Anxiety Disorders,Age,12-17 years,3044
2022-02,Anxiety Disorders,Age,18-34 years,3487
2022-02,Anxiety Disorders,Age,35-64 years,3437
2022-02,Anxiety Disorders,Age,65+ years,2620
2022-02,Anxiety Disorders,Age,All,2869
2022-02,Anxiety Disorders,RaceEthnicity,AI/AN,3474
2022-02,Anxiety Disorders,RaceEthnicity,All,2869
2022-02,Anxiety Disorders,RaceEthnicity,Asian,1612
2022-02,Anxiety Disorders,RaceEthnicity,Black,1843
2022-02,Anxiety Disorders,RaceEthnicity,Hispanic,2457
2022-02,Anxiety Disorders,RaceEthnicity,Multiple/Other,2101
2022-02,Anxiety Disorders,RaceEthnicity,NHOPI,1794
2022-02,Anxiety Disorders,RaceEthnicity,White,3530
2022-02,Anxiety Disorders,Sex,All,2869
2022-02,Anxiety Disorders,Sex,Female,3385
2022-02,Anxiety Disorders,Sex,Male,2285
2022-02,Anxiety Disorders,Total,All,2869
2022-01,Anxiety Disorders,Age,12-17 years,2402
2022-01,Anxiety Disorders,Age,18-34 years,2835
2022-01,Anxiety Disorders,Age,35-64 years,3005
2022-01,Anxiety Disorders,Age,65+ years,2450
2022-01,Anxiety Disorders,Age,All,2495
2022-01,Anxiety Disorders,RaceEthnicity,AI/AN,3012
2022-01,Anxiety Disorders,RaceEthnicity,All,2495
2022-01,Anxiety Disorders,RaceEthnicity,Asian,1380
2022-01,Anxiety Disorders,RaceEthnicity,Black,1528
2022-01,Anxiety Disorders,RaceEthnicity,Hispanic,2167
2022-01,Anxiety Disorders,RaceEthnicity,Multiple/Other,1718
2022-01,Anxiety Disorders,RaceEthnicity,NHOPI,1496
2022-01,Anxiety Disorders,RaceEthnicity,White,3129
2022-01,Anxiety Disorders,Sex,All,2495
2022-01,Anxiety Disorders,Sex,Female,2906
2022-01,Anxiety Disorders,Sex,Male,2029
2022-01,Anxiety Disorders,Total,All,2495
2021-12,Anxiety Disorders,Age,12-17 years,2272
2021-12,Anxiety Disorders,Age,18-34 years,2720
2021-12,Anxiety Disorders,Age,35-64 years,2953
2021-12,Anxiety Disorders,Age,65+ years,2425
2021-12,Anxiety Disorders,Age,All,2381
2021-12,Anxiety Disorders,RaceEthnicity,AI/AN,3126
2021-12,Anxiety Disorders,RaceEthnicity,All,2381
2021-12,Anxiety Disorders,RaceEthnicity,Asian,1325
2021-12,Anxiety Disorders,RaceEthnicity,Black,1451
2021-12,Anxiety Disorders,RaceEthnicity,Hispanic,2103
2021-12,Anxiety Disorders,RaceEthnicity,Multiple/Other,1591
2021-12,Anxiety Disorders,RaceEthnicity,NHOPI,1467
2021-12,Anxiety Disorders,RaceEthnicity,White,3027
2021-12,Anxiety Disorders,Sex,All,2381
2021-12,Anxiety Disorders,Sex,Female,2788
2021-12,Anxiety Disorders,Sex,Male,1928
2021-12,Anxiety Disorders,Total,All,2381
2021-11,Anxiety Disorders,Age,12-17 years,2577
2021-11,Anxiety Disorders,Age,18-34 years,3146
2021-11,Anxiety Disorders,Age,35-64 years,3229
2021-11,Anxiety Disorders,Age,65+ years,2518
2021-11,Anxiety Disorders,Age,All,2604
2021-11,Anxiety Disorders,RaceEthnicity,AI/AN,3270
2021-11,Anxiety Disorders,RaceEthnicity,All,2604
2021-11,Anxiety Disorders,RaceEthnicity,Asian,1527
2021-11,Anxiety Disorders,RaceEthnicity,Black,1653
2021-11,Anxiety Disorders,RaceEthnicity,Hispanic,2335
2021-11,Anxiety Disorders,RaceEthnicity,Multiple/Other,1831
2021-11,Anxiety Disorders,RaceEthnicity,NHOPI,1914
2021-11,Anxiety Disorders,RaceEthnicity,White,3212
2021-11,Anxiety Disorders,Sex,All,2604
2021-11,Anxiety Disorders,Sex,Female,3089
2021-11,Anxiety Disorders,Sex,Male,2070
2021-11,Anxiety Disorders,Total,All,2604
2021-10,Anxiety Disorders,Age,12-17 years,2542
2021-10,Anxiety Disorders,Age,18-34 years,3306
2021-10,Anxiety Disorders,Age,35-64 years,3352
2021-10,Anxiety Disorders,Age,65+ years,2588
2021-10,Anxiety Disorders,Age,All,2714
2021-10,Anxiety Disorders,RaceEthnicity,AI/AN,3584
2021-10,Anxiety Disorders,RaceEthnicity,All,2714
2021-10,Anxiety Disorders,RaceEthnicity,Asian,1639
2021-10,Anxiety Disorders,RaceEthnicity,Black,1719
2021-10,Anxiety Disorders,RaceEthnicity,Hispanic,2434
2021-10,Anxiety Disorders,RaceEthnicity,Multiple/Other,1911
2021-10,Anxiety Disorders,RaceEthnicity,NHOPI,1938
2021-10,Anxiety Disorders,RaceEthnicity,White,3350
2021-10,Anxiety Disorders,Sex,All,2714
